time,gFx,gFy,gFz,gFTotal
0.006100893020629883,-0.8895416259765625,0.0567169189453125,-0.411102294921875,0.982
0.013059854507446289,-0.887847900390625,0.058135986328125,-0.4266357421875,0.987
0.023270845413208008,-0.91082763671875,0.06817626953125,-0.4307403564453125,1.01
0.037224769592285156,-0.9047088623046875,0.0767364501953125,-0.4014434814453125,0.993
0.04323101043701172,-0.8952789306640625,0.086334228515625,-0.374847412109375,0.974
0.05536699295043945,-0.8933563232421875,0.0867767333984375,-0.380950927734375,0.975
0.06605792045593262,-0.8942413330078125,0.084808349609375,-0.4001922607421875,0.983
0.07273483276367188,-0.89727783203125,0.082489013671875,-0.4178314208984375,0.993
0.08500385284423828,-0.896270751953125,0.08062744140625,-0.4276885986328125,0.996
0.09449386596679688,-0.896575927734375,0.0796051025390625,-0.4222869873046875,0.994
0.10489177703857422,-0.895538330078125,0.078582763671875,-0.411224365234375,0.989
0.11599874496459961,-0.893524169921875,0.0817718505859375,-0.4043426513671875,0.984
0.12268280982971191,-0.893646240234375,0.0810546875,-0.41790771484375,0.99
0.13206887245178223,-0.9020538330078125,0.0742950439453125,-0.438018798828125,1.006
0.14470887184143066,-0.90606689453125,0.0745391845703125,-0.44207763671875,1.011
0.15242290496826172,-0.903289794921875,0.076385498046875,-0.43121337890625,1.004
0.16209888458251953,-0.9001922607421875,0.0767669677734375,-0.4181365966796875,0.996
0.17476797103881836,-0.896728515625,0.0785064697265625,-0.421539306640625,0.994
0.18365192413330078,-0.8976593017578125,0.0789642333984375,-0.4267120361328125,0.997
0.19422674179077148,-0.9005889892578125,0.079742431640625,-0.4235382080078125,0.998
0.20379185676574707,-0.9013519287109375,0.0807647705078125,-0.41876220703125,0.997
0.2133328914642334,-0.90338134765625,0.0836639404296875,-0.4183502197265625,0.999
0.22155380249023438,-0.900177001953125,0.071319580078125,-0.4273529052734375,0.999
0.2321000099182129,-0.88568115234375,0.065460205078125,-0.6206512451171875,1.083
0.2438948154449463,-0.856964111328125,0.0766143798828125,-0.650360107421875,1.079
0.25368595123291016,-0.86651611328125,0.07342529296875,-0.4571685791015625,0.982
0.26328182220458984,-0.890869140625,0.0719757080078125,-0.3705902099609375,0.968
0.271453857421875,-0.9115447998046875,0.09820556640625,-0.3337860107421875,0.976
