time,gFx,gFy,gFz,gFTotal
0.030015945434570312,0.0292205810546875,-0.0231475830078125,-1.007110595703125,1.008
0.03111410140991211,0.0292205810546875,-0.0231475830078125,-1.007110595703125,1.008
0.03203725814819336,0.0292205810546875,-0.0231475830078125,-1.007110595703125,1.008
0.03293323516845703,0.0292205810546875,-0.0231475830078125,-1.007110595703125,1.008
0.03864908218383789,0.0277099609375,-0.0222015380859375,-0.9937286376953125,0.994
0.049108028411865234,0.0271148681640625,-0.0216522216796875,-0.998504638671875,0.999
0.058997154235839844,0.0290069580078125,-0.0225677490234375,-0.999481201171875,1.0
0.06964302062988281,0.02899169921875,-0.0230255126953125,-0.99505615234375,0.996
0.07883405685424805,0.029083251953125,-0.021942138671875,-0.9987640380859375,0.999
0.08991408348083496,0.0292816162109375,-0.0217437744140625,-1.002288818359375,1.003
0.09913516044616699,0.0283050537109375,-0.0213775634765625,-0.9958038330078125,0.996
0.1096792221069336,0.02752685546875,-0.0224456787109375,-0.9980926513671875,0.999
0.12092304229736328,0.027496337890625,-0.021148681640625,-0.998138427734375,0.999
0.1298370361328125,0.0272216796875,-0.0223388671875,-0.9983673095703125,0.999
0.14056015014648438,0.0272674560546875,-0.02301025390625,-0.9939117431640625,0.995
0.1498270034790039,0.02703857421875,-0.0219268798828125,-0.99334716796875,0.994
0.16006994247436523,0.0274200439453125,-0.021392822265625,-0.9888916015625,0.99
0.17071819305419922,0.0299072265625,-0.024627685546875,-1.0229644775390625,1.024
0.1797771453857422,0.0291595458984375,-0.023193359375,-1.0187530517578125,1.019
0.19045305252075195,0.0272979736328125,-0.0228118896484375,-0.983123779296875,0.984
0.19940614700317383,0.0284576416015625,-0.0225067138671875,-0.99334716796875,0.994
0.20958423614501953,0.0300445556640625,-0.022796630859375,-1.01556396484375,1.016
0.22020411491394043,0.0281524658203125,-0.0206146240234375,-0.9887542724609375,0.989
0.22946906089782715,0.02703857421875,-0.020355224609375,-0.98114013671875,0.982
0.23961305618286133,0.0285186767578125,-0.0229949951171875,-1.011810302734375,1.012
0.2494821548461914,0.0282135009765625,-0.0224761962890625,-1.000457763671875,1.001
0.25898218154907227,0.027313232421875,-0.02203369140625,-0.9908599853515625,0.991
0.2694571018218994,0.027801513671875,-0.0229949951171875,-1.0034332275390625,1.004
0.2793869972229004,0.0296783447265625,-0.023651123046875,-1.0043182373046875,1.005
0.28914308547973633,0.0284881591796875,-0.0225982666015625,-0.9916534423828125,0.992
0.2990379333496094,0.0284271240234375,-0.022491455078125,-1.0009918212890625,1.002
0.3088221549987793,0.028594970703125,-0.022796630859375,-1.00286865234375,1.004
0.31919312477111816,0.027801513671875,-0.02215576171875,-0.9937744140625,0.994
0.3281700611114502,0.027557373046875,-0.022735595703125,-0.9957122802734375,0.996
0.33892297744750977,0.0277099609375,-0.0228271484375,-1.0044097900390625,1.005
0.3486161231994629,0.0275421142578125,-0.022705078125,-1.0001220703125,1.001
0.3585500717163086,0.0276641845703125,-0.0218963623046875,-0.9935760498046875,0.994
0.36882495880126953,0.028533935546875,-0.0225830078125,-1.0031280517578125,1.004
0.3775191307067871,0.0287322998046875,-0.022064208984375,-1.0013427734375,1.002
0.38806819915771484,0.02789306640625,-0.022491455078125,-0.9981842041015625,0.999
0.3980121612548828,0.0281982421875,-0.0223236083984375,-0.998443603515625,0.999
0.40841007232666016,0.0289306640625,-0.02197265625,-1.0023651123046875,1.003
0.4180612564086914,0.0283660888671875,-0.0216217041015625,-0.99688720703125,0.998
0.4278740882873535,0.02813720703125,-0.022064208984375,-0.996246337890625,0.997
0.4378800392150879,0.02880859375,-0.0225677490234375,-0.9996337890625,1.0
0.447735071182251,0.027679443359375,-0.0217437744140625,-0.99658203125,0.997
0.4575490951538086,0.0283050537109375,-0.0228118896484375,-0.995452880859375,0.996
0.4676952362060547,0.027587890625,-0.0228271484375,-0.9996337890625,1.0
0.4776320457458496,0.028350830078125,-0.0227203369140625,-1.0010833740234375,1.002
0.4875640869140625,0.02825927734375,-0.0221099853515625,-0.9984130859375,0.999
0.49756813049316406,0.0287322998046875,-0.0217437744140625,-1.0009613037109375,1.002
0.5075149536132812,0.02874755859375,-0.0221405029296875,-1.000762939453125,1.001
0.5173792839050293,0.0274810791015625,-0.0233154296875,-0.997833251953125,0.998
0.5270719528198242,0.0281524658203125,-0.0228424072265625,-0.9986572265625,0.999
0.5372750759124756,0.0283966064453125,-0.0222320556640625,-0.9983367919921875,0.999
0.5471301078796387,0.0282135009765625,-0.0222625732421875,-0.9978790283203125,0.999
0.556333065032959,0.0279998779296875,-0.022552490234375,-0.999481201171875,1.0
0.5658731460571289,0.028228759765625,-0.0235137939453125,-0.9996490478515625,1.0
0.5753281116485596,0.0289306640625,-0.022735595703125,-0.998199462890625,0.999
0.5851881504058838,0.028564453125,-0.0225067138671875,-0.998809814453125,0.999
0.5968811511993408,0.02825927734375,-0.0231781005859375,-0.994903564453125,0.996
0.6085591316223145,0.0302734375,-0.022857666015625,-1.0084228515625,1.009
0.6134271621704102,0.0281219482421875,-0.0218963623046875,-1.00250244140625,1.003
0.6338939666748047,0.028411865234375,-0.0217132568359375,-0.9944000244140625,0.995
0.6585149765014648,0.027557373046875,-0.0218963623046875,-1.00079345703125,1.001
0.6591482162475586,0.027557373046875,-0.0218963623046875,-1.00079345703125,1.001
0.6594891548156738,0.027557373046875,-0.0218963623046875,-1.00079345703125,1.001
0.6634750366210938,0.0268096923828125,-0.0213775634765625,-0.9920654296875,0.993
0.6761202812194824,0.027313232421875,-0.0232391357421875,-1.0065765380859375,1.007
0.6855340003967285,0.02789306640625,-0.022735595703125,-1.00054931640625,1.001
0.6958141326904297,0.028778076171875,-0.0223236083984375,-0.994049072265625,0.995
0.7035222053527832,0.0292816162109375,-0.0229339599609375,-1.000396728515625,1.001
0.7132391929626465,0.029449462890625,-0.02276611328125,-1.001678466796875,1.002
0.7253170013427734,0.028900146484375,-0.0224151611328125,-0.9967193603515625,0.997
0.7330279350280762,0.0288848876953125,-0.0228118896484375,-0.9998779296875,1.001
0.7436771392822266,0.028411865234375,-0.0226287841796875,-1.00238037109375,1.003
0.7557339668273926,0.0271759033203125,-0.0228118896484375,-0.995574951171875,0.996
0.7652401924133301,0.02667236328125,-0.02264404296875,-0.9989776611328125,1.0
0.7747311592102051,0.02801513671875,-0.0225982666015625,-1.0006256103515625,1.001
0.7848360538482666,0.0283203125,-0.0224456787109375,-0.9969635009765625,0.998
0.7977681159973145,0.0280303955078125,-0.0223541259765625,-0.996673583984375,0.997
0.8028092384338379,0.0294647216796875,-0.0229644775390625,-1.00189208984375,1.003
0.8126540184020996,0.0290679931640625,-0.02252197265625,-0.9984588623046875,0.999
0.8246800899505615,0.0288543701171875,-0.0229644775390625,-0.9970245361328125,0.998
0.834550142288208,0.028594970703125,-0.022003173828125,-1.0016632080078125,1.002
0.8437762260437012,0.0284423828125,-0.0221405029296875,-1.0006561279296875,1.001
0.8524279594421387,0.0283966064453125,-0.022705078125,-0.9976654052734375,0.998
0.8643512725830078,0.0283660888671875,-0.0219879150390625,-0.9981842041015625,0.999
0.8723111152648926,0.0279693603515625,-0.0223541259765625,-1.0008087158203125,1.001
0.8842229843139648,0.027862548828125,-0.0218658447265625,-0.9982757568359375,0.999
0.8942451477050781,0.0285491943359375,-0.022308349609375,-0.9980926513671875,0.999
0.9023451805114746,0.028656005859375,-0.0229339599609375,-1.0007171630859375,1.001
0.913856029510498,0.0286865234375,-0.0228729248046875,-0.9990386962890625,1.0
0.9236960411071777,0.0285186767578125,-0.0226287841796875,-0.9977264404296875,0.998
0.9333372116088867,0.0283966064453125,-0.022613525390625,-0.998260498046875,0.999
0.941622257232666,0.028106689453125,-0.0218353271484375,-0.998291015625,0.999
0.9515771865844727,0.02789306640625,-0.0223388671875,-0.9977569580078125,0.998
0.9635381698608398,0.027862548828125,-0.0219268798828125,-0.9992828369140625,1.0
0.973567008972168,0.0285797119140625,-0.022613525390625,-0.9991912841796875,1.0
0.9834771156311035,0.028045654296875,-0.02294921875,-0.996795654296875,0.997
0.9950830936431885,0.0283660888671875,-0.021728515625,-0.9968719482421875,0.998
1.001328945159912,0.0296630859375,-0.023193359375,-0.9998321533203125,1.001
1.0115101337432861,0.0297393798828125,-0.0228729248046875,-0.99908447265625,1.0
1.023745059967041,0.028411865234375,-0.022735595703125,-0.999420166015625,1.0
1.0331010818481445,0.0286102294921875,-0.0224456787109375,-1.00006103515625,1.001
1.0429871082305908,0.0284881591796875,-0.0227203369140625,-0.99981689453125,1.0
1.0506582260131836,0.0290374755859375,-0.0227203369140625,-0.9988250732421875,1.0
