time,gFx,gFy,gFz,gFTotal
0.008443117141723633,0.028289794921875,-0.0236358642578125,-1.0066680908203125,1.007
0.018009185791015625,0.02838134765625,-0.0244903564453125,-1.0063629150390625,1.007
0.028477191925048828,0.0266571044921875,-0.0236968994140625,-0.994873046875,0.996
0.03926515579223633,0.026885986328125,-0.0231170654296875,-0.9918212890625,0.992
0.04946327209472656,0.027923583984375,-0.0220489501953125,-0.9915618896484375,0.992
0.05918121337890625,0.0275726318359375,-0.0207977294921875,-0.995208740234375,0.996
0.06911802291870117,0.031585693359375,-0.0206298828125,-0.99761962890625,0.998
0.07779502868652344,0.038909912109375,-0.0182342529296875,-0.993072509765625,0.994
0.08974719047546387,0.0355682373046875,-0.0207977294921875,-0.998291015625,0.999
0.09976816177368164,0.0232696533203125,-0.0249481201171875,-1.000885009765625,1.001
0.10954022407531738,0.0181427001953125,-0.0261077880859375,-0.994964599609375,0.995
0.11959218978881836,0.0169677734375,-0.02642822265625,-0.986541748046875,0.987
0.12941932678222656,0.0235595703125,-0.02447509765625,-0.99310302734375,0.994
0.13901901245117188,0.0279388427734375,-0.0240478515625,-1.029083251953125,1.03
0.15466713905334473,0.0292510986328125,-0.023956298828125,-1.014984130859375,1.016
0.15776729583740234,0.0279083251953125,-0.023895263671875,-0.984344482421875,0.985
0.16731929779052734,0.0273895263671875,-0.023193359375,-0.997406005859375,0.998
0.17953729629516602,0.0286407470703125,-0.02264404296875,-1.0086517333984375,1.009
0.1891312599182129,0.02862548828125,-0.021270751953125,-0.9893951416015625,0.99
0.1998591423034668,0.0278167724609375,-0.02081298828125,-0.985931396484375,0.987
0.20673608779907227,0.027313232421875,-0.0222015380859375,-1.0008697509765625,1.001
0.21800708770751953,0.0271759033203125,-0.02374267578125,-1.0023345947265625,1.003
0.2270951271057129,0.0258941650390625,-0.0240631103515625,-0.996368408203125,0.997
0.23876714706420898,0.0251922607421875,-0.0235748291015625,-0.99847412109375,0.999
0.24824905395507812,0.0267333984375,-0.0221710205078125,-1.0015411376953125,1.002
0.2566862106323242,0.0323333740234375,-0.0213623046875,-0.999420166015625,1.0
0.26759910583496094,0.03179931640625,-0.020477294921875,-0.994720458984375,0.995
0.2783651351928711,0.0279693603515625,-0.021942138671875,-1.0,1.001
0.2882812023162842,0.0272979736328125,-0.022125244140625,-0.9983978271484375,0.999
0.2981753349304199,0.0266571044921875,-0.0228271484375,-0.996429443359375,0.997
0.30797624588012695,0.0260467529296875,-0.0222625732421875,-1.0022430419921875,1.003
0.31782007217407227,0.02410888671875,-0.0221099853515625,-0.995391845703125,0.996
0.32793116569519043,0.0226287841796875,-0.0225677490234375,-0.993896484375,0.994
0.33791017532348633,0.0250244140625,-0.0224456787109375,-0.997650146484375,0.998
0.3479270935058594,0.0270843505859375,-0.0223388671875,-1.00018310546875,1.001
0.3575320243835449,0.025665283203125,-0.0222625732421875,-0.996856689453125,0.997
