time,ax,ay,az,atotal
0.023118019104003906,-0.67,0.11,0.72,0.98
0.02458810806274414,-0.87,-0.23,0.99,1.33
0.05466508865356445,-0.98,0.0,1.01,1.4
0.05611920356750488,-0.84,0.18,1.11,1.4
0.05808210372924805,-0.45,0.23,0.98,1.1
0.07757711410522461,0.35,0.0,0.2,0.4
0.07927703857421875,0.79,-0.37,-0.03,0.87
0.09490013122558594,0.48,-0.49,0.07,0.68
0.09649801254272461,0.06,-0.51,0.13,0.52
0.11188316345214844,-0.22,0.39,0.5,0.67
0.1206660270690918,-0.17,0.47,0.44,0.66
0.1249542236328125,-0.28,-0.08,0.61,0.67
0.12651419639587402,-0.22,0.01,0.13,0.25
0.14463329315185547,-0.22,0.25,-0.42,0.53
0.14697933197021484,-0.29,0.4,-0.49,0.69
0.16014909744262695,-0.23,0.7,-0.5,0.89
0.16598224639892578,-0.23,0.97,-0.58,1.15
0.1811380386352539,-0.37,0.93,-0.51,1.12
0.18793916702270508,-0.57,0.76,-0.15,0.96
0.19524621963500977,-0.6,0.71,0.24,0.96
0.2054443359375,-0.67,0.52,0.42,0.94
0.21559524536132812,-1.21,0.12,-0.04,1.21
0.22775912284851074,-1.45,0.32,-0.79,1.68
0.23501300811767578,-1.36,0.39,-1.24,1.88
0.24740219116210938,-1.2,0.44,-1.33,1.84
0.25785112380981445,-1.24,0.55,-0.8,1.57
0.2649703025817871,-1.41,0.6,-0.56,1.63
0.27846217155456543,-1.75,0.78,-0.65,2.02
0.287534236907959,5.24,0.53,-4.78,7.11
0.29500818252563477,2.32,-5.66,-0.31,6.12
0.3043961524963379,-2.82,-0.34,2.99,4.12
0.3144071102142334,0.47,0.14,1.14,1.24
0.3249931335449219,0.24,0.57,1.0,1.17
0.33707213401794434,-0.78,-1.08,0.67,1.49
0.3446011543273926,-0.27,0.64,-0.2,0.72
0.3540630340576172,-0.03,-0.18,0.47,0.5
0.3645763397216797,0.41,-0.58,0.59,0.92
0.37644219398498535,0.53,-0.49,0.3,0.78
0.3863852024078369,0.23,-0.77,0.71,1.07
0.3959822654724121,0.11,-1.0,1.44,1.75
0.40556907653808594,0.25,-0.66,1.74,1.87
0.41378211975097656,-0.17,-0.48,1.63,1.7
0.4247913360595703,-0.29,0.06,1.04,1.08
0.43600916862487793,1.25,-0.99,1.21,2.0
0.4439852237701416,1.02,-1.16,-0.65,1.67
0.45351314544677734,-0.75,0.47,-1.42,1.67
0.46342921257019043,-0.34,0.3,-1.15,1.23
0.47544121742248535,-0.14,0.56,-1.08,1.22
0.48520612716674805,-0.14,0.98,-0.31,1.03
0.4954562187194824,-0.23,1.0,0.54,1.15
0.5064702033996582,-0.15,0.59,1.74,1.84
0.5129122734069824,-0.34,0.85,2.11,2.3
0.5231943130493164,-0.14,1.13,1.52,1.89
0.5331761837005615,-0.25,0.86,1.2,1.49
0.5451021194458008,-0.12,0.57,0.54,0.79
0.5566692352294922,-0.18,0.27,0.03,0.32
0.5627403259277344,-0.24,0.05,-0.01,0.24
0.5775902271270752,-0.36,-0.16,0.09,0.4
0.5824222564697266,-0.44,-0.18,0.04,0.47
0.5984582901000977,-0.3,-0.12,0.13,0.34
0.6092352867126465,-0.17,0.36,-0.15,0.42
0.6122403144836426,-0.44,1.26,-0.48,1.41
0.6272802352905273,-0.25,0.65,-0.33,0.77
0.6327681541442871,-0.16,0.67,0.13,0.7
0.6481852531433105,-0.46,0.55,0.39,0.81
0.6569080352783203,-0.27,0.21,0.37,0.5
0.6621842384338379,-0.38,0.23,-0.14,0.46
0.6769471168518066,-0.21,-0.19,-0.27,0.39
0.6822342872619629,0.01,0.03,-0.12,0.12
0.6979691982269287,-0.43,0.28,0.0,0.51
0.7068772315979004,-0.17,-0.04,0.06,0.18
0.7117152214050293,-0.22,0.25,0.22,0.39
0.7271862030029297,-0.2,0.15,0.28,0.37
0.7318382263183594,0.84,-0.61,0.37,1.1
0.7478711605072021,-1.18,-1.46,1.88,2.65
0.7601301670074463,-0.36,1.01,1.4,1.76
0.7619380950927734,-0.02,0.29,0.94,0.98
0.7771530151367188,-0.46,0.11,1.16,1.25
0.7816920280456543,-0.31,-0.24,1.05,1.12
0.7977991104125977,-0.41,0.42,0.98,1.14
0.8066811561584473,-0.5,0.22,0.9,1.05
0.810786247253418,-0.5,0.44,0.85,1.07
0.8209991455078125,-0.52,0.42,0.71,0.97
0.8310291767120361,-0.74,0.17,0.69,1.02
0.8436622619628906,-0.65,-0.32,0.77,1.05
0.8551530838012695,-0.08,-3.79,-9.55,10.27
0.8607351779937744,-0.51,-0.39,-5.84,5.87
0.8774471282958984,0.37,0.5,2.61,2.68
0.8807930946350098,-0.59,0.17,-1.71,1.81
0.8974742889404297,0.24,-0.36,0.43,0.61
0.9061131477355957,0.29,-0.29,-0.09,0.41
0.9105031490325928,-0.27,0.47,-1.02,1.15
0.9268512725830078,-0.14,0.77,-0.25,0.82
0.930321216583252,0.15,0.13,0.39,0.43
0.9459290504455566,-0.05,-0.1,0.21,0.23
0.953559160232544,-0.15,-0.21,0.28,0.38
0.9601101875305176,-0.1,-0.82,-0.04,0.82
0.9700813293457031,0.0,-1.19,0.14,1.19
0.9801692962646484,-0.04,-1.14,0.46,1.22
0.9927072525024414,-0.11,-1.26,0.26,1.29
